project_id,student_id,project_title,technologies_used,start_date,end_date,outcome
233,54,Password Strength Analyzer,"Python, Cryptography, Hash Functions, Security Algorithms",2023-11-22,2024-03-12,Deployed
234,54,Secure File Transfer Protocol,"Python, Cryptography, Sockets, SSL/TLS",2023-03-06,2023-06-10,Ongoing
235,55,Object Detection for Autonomous Vehicles,"Python, YOLO, TensorFlow, Computer Vision",2023-04-25,2023-07-12,Deployed
236,55,Facial Recognition Attendance System,"Python, PyTorch, OpenCV, Flask, SQLite",2023-12-14,2024-06-09,Abandoned
237,55,Handwritten Digit Recognition,"Python, CNN, TensorFlow, Jupyter Notebook",2023-08-05,2023-09-19,Deployed
238,55,Firewall Configuration Tool,"Python, iptables, Network Security, Linux",2023-10-27,2024-03-08,Completed
239,56,Handwritten Digit Recognition,"Python, CNN, TensorFlow, Jupyter Notebook",2023-12-20,2024-03-07,Ongoing
240,56,Credit Risk Assessment Model,"Python, Scikit-Learn, Pandas, XGBoost",2023-03-12,2023-08-04,Ongoing
241,56,Stock Price Prediction Model,"Python, LSTM, TensorFlow, Yahoo Finance API, Pandas",2023-12-02,2024-01-02,Abandoned
242,56,Disease Prediction System,"Python, Neural Networks, TensorFlow, Medical Dataset",2023-01-10,2023-02-26,Ongoing
243,56,Language Translation System,"Python, Seq2Seq, TensorFlow, Google Translate API",2023-03-26,2023-06-16,Completed
244,56,Survey Data Analysis Tool,"Python, Statistical Analysis, Pandas, R, Survey Analytics",2023-08-04,2023-10-03,Abandoned
245,56,ETL Pipeline for E-commerce,"Python, Apache Airflow, Pandas, PostgreSQL, Data Integration",2023-02-19,2023-05-12,Deployed
246,57,Penetration Testing Framework,"Python, Metasploit, Kali Linux, Ethical Hacking",2023-03-15,2023-05-12,Ongoing
247,57,Network Intrusion Prevention,"Python, Snort, Machine Learning, Network Security",2023-07-07,2023-12-20,Completed
248,57,Secure File Transfer Protocol,"Python, Cryptography, Sockets, SSL/TLS",2023-04-08,2023-09-26,Deployed
249,57,Malware Analysis Platform,"Python, Reverse Engineering, Static Analysis, Sandbox",2023-04-14,2023-07-29,Abandoned
250,57,A/B Testing Framework,"Python, Statistical Testing, Pandas, R, Hypothesis Testing",2023-01-20,2023-03-18,Deployed
251,58,Image Processing Pipeline,"MATLAB, Python, Computer Vision, Image Enhancement",2023-08-11,2023-09-24,Deployed
252,58,Epidemic Spread Simulation,"MATLAB, Python, Differential Equations, Agent-based Modeling",2023-01-17,2023-02-25,Deployed
253,58,Climate Change Simulation,"MATLAB, Python, NumPy, SciPy, Data Modeling",2023-06-08,2023-08-10,Completed
254,58,E-learning Platform,"Java, Spring, React, MongoDB, Video Streaming",2023-03-22,2023-04-24,Deployed
255,59,ETL Pipeline for E-commerce,"Python, Apache Airflow, Pandas, PostgreSQL, Data Integration",2023-06-23,2023-08-07,Abandoned
256,59,Bayesian Inference System,"Python, PyMC3, Pandas, Statistical Modeling",2023-08-09,2023-12-23,Abandoned
257,59,Real-time Data Streaming Platform,"Python, Apache Kafka, Pandas, Stream Processing",2023-02-27,2023-04-10,Deployed
258,59,A/B Testing Framework,"Python, Statistical Testing, Pandas, R, Hypothesis Testing",2023-11-09,2024-03-03,Abandoned
259,59,Task Management System,"Java, Spring Boot, React, PostgreSQL, REST API",2023-03-21,2023-07-27,Ongoing
260,59,Network Intrusion Prevention,"Python, Snort, Machine Learning, Network Security",2023-12-10,2024-04-16,Ongoing
261,60,Customer Churn Prediction,"Python, Random Forest, PyTorch, Scikit-learn",2023-08-25,2024-01-26,Ongoing
262,60,Object Detection for Autonomous Vehicles,"Python, YOLO, TensorFlow, Computer Vision",2023-02-26,2023-06-30,Completed
263,60,Web Analytics Platform,"Python, Google Analytics API, Pandas, Matplotlib",2023-04-21,2023-06-14,Ongoing
264,60,Inventory Control System,"Java, Spring Boot, React, MySQL, Barcode Integration",2023-10-12,2023-12-05,Completed
265,60,Secure File Transfer Protocol,"Python, Cryptography, Sockets, SSL/TLS",2023-07-12,2023-10-06,Completed
266,61,Automatic Text Summarization,"Python, BERT, Transformers, Streamlit",2023-06-02,2023-11-15,Deployed
267,61,Stock Price Prediction Model,"Python, LSTM, TensorFlow, Yahoo Finance API, Pandas",2023-07-22,2023-12-05,Completed
268,61,Recommendation Engine,"Python, Collaborative Filtering, PyTorch, Matrix Factorization",2023-11-19,2024-02-28,Abandoned
269,61,Traffic Sign Recognition System,"Python, TensorFlow, OpenCV, Keras",2023-09-16,2024-03-08,Ongoing
270,61,Web Application Security Scanner,"Python, OWASP, SQL Injection Detection, XSS Prevention",2023-12-27,2024-06-16,Deployed
271,63,Monte Carlo Simulation,"MATLAB, Python, Statistical Simulation, Random Sampling",2023-07-14,2023-09-03,Abandoned
272,63,Medical Image Analysis System,"Python, TensorFlow, OpenCV, Keras, DICOM",2023-07-26,2023-09-23,Ongoing
273,63,Language Translation System,"Python, Seq2Seq, TensorFlow, Google Translate API",2023-10-18,2024-01-29,Abandoned
274,64,Employee Management System,"Java, Spring Framework, React, Oracle DB, HR Management",2023-08-14,2023-11-21,Ongoing
275,64,Real-time Chat Backend,"Java, Spring WebSocket, Redis, Message Queue",2023-08-25,2023-09-24,Completed
276,64,RESTful API Gateway,"Java, Spring Cloud, Microservices, SQL Database, API Management",2023-02-13,2023-04-15,Deployed
277,64,Online Banking System,"Java, Spring Security, React, MySQL, JWT Authentication",2023-08-27,2023-09-29,Deployed
278,64,Online Marketplace Platform,"Java, Spring Boot, React, MongoDB, Payment Gateway",2023-07-02,2023-12-27,Ongoing
279,65,Content Management System,"Java, Spring MVC, Angular, MySQL, User Authentication",2023-05-04,2023-08-31,Ongoing
280,65,Microservices E-commerce Backend,"Java, Spring Cloud, Docker, Kubernetes, API Gateway",2023-10-14,2023-12-08,Ongoing
281,65,Real-time Chat Backend,"Java, Spring WebSocket, Redis, Message Queue",2023-12-27,2024-05-29,Completed
282,65,E-learning Platform,"Java, Spring, React, MongoDB, Video Streaming",2023-04-20,2023-08-30,Completed
283,65,Social Media Analytics Dashboard,"Python, Pandas, Plotly, Twitter API, Sentiment Analysis",2023-08-27,2023-10-09,Deployed
284,65,Epidemic Spread Simulation,"MATLAB, Python, Differential Equations, Agent-based Modeling",2023-08-21,2023-11-06,Completed
285,65,Structural Engineering Analysis,"MATLAB, Finite Element Method, Numerical Analysis, Python",2023-11-16,2024-04-03,Abandoned
286,66,Survival Analysis Tool,"Python, Lifelines, Pandas, R",2023-10-18,2024-01-03,Completed
287,66,Real-time Data Streaming Platform,"Python, Apache Kafka, Pandas, Stream Processing",2023-01-11,2023-06-26,Deployed
288,66,Multi-source Data Integration,"Python, Pandas, API Integration, Database Connectors",2023-07-11,2023-12-17,Ongoing
289,66,Text Classification for News Articles,"Python, Scikit-Learn, Pandas, NLP",2023-06-08,2023-09-27,Deployed
290,67,Data Quality Assessment Tool,"Python, Pandas, Data Profiling, Quality Metrics",2023-08-09,2023-11-23,Deployed
291,67,ETL Pipeline for E-commerce,"Python, Apache Airflow, Pandas, PostgreSQL, Data Integration",2023-06-10,2023-11-21,Completed
292,67,A/B Testing Framework,"Python, Statistical Testing, Pandas, R, Hypothesis Testing",2023-07-18,2023-09-09,Ongoing
293,67,Vulnerability Scanner,"Python, Nmap, Kali Linux, Port Scanning, Security Testing",2023-03-19,2023-09-13,Completed
294,67,Chatbot with Intent Recognition,"Python, PyTorch, Transformers, Flask, NLP",2023-10-21,2024-01-04,Completed
295,68,Network Forensics Tool,"Python, Wireshark, Network Packet Analysis, Evidence Collection",2023-02-19,2023-06-07,Deployed
296,68,Security Audit Framework,"Python, OWASP, Security Standards, Compliance",2023-02-04,2023-05-06,Completed
297,69,ERP Module,"Java, Spring Boot, React, Oracle DB, Business Processes",2023-11-05,2024-02-25,Completed
298,69,Employee Management System,"Java, Spring Framework, React, Oracle DB, HR Management",2023-08-24,2023-10-14,Deployed
299,69,Online Banking System,"Java, Spring Security, React, MySQL, JWT Authentication",2023-09-10,2023-12-14,Deployed
300,69,Payment Processing System,"Java, Spring Security, React, Payment Gateway, Transaction Management",2023-01-27,2023-04-04,Abandoned
301,69,E-learning Platform,"Java, Spring, React, MongoDB, Video Streaming",2023-11-10,2024-01-23,Completed
302,69,Task Management System,"Java, Spring Boot, React, PostgreSQL, REST API",2023-02-03,2023-07-19,Completed
303,69,Customer Relationship Management,"Java, Spring, React, PostgreSQL, CRM Features",2023-10-10,2024-03-27,Ongoing
304,70,Voice Assistant for Local Languages,"Python, SpeechRecognition, NLTK, TensorFlow",2023-07-15,2023-11-07,Ongoing
305,70,Facial Recognition Attendance System,"Python, PyTorch, OpenCV, Flask, SQLite",2023-10-22,2024-03-13,Completed
306,70,Stock Price Prediction Model,"Python, LSTM, TensorFlow, Yahoo Finance API, Pandas",2023-07-03,2023-08-15,Deployed
307,71,Online Marketplace Platform,"Java, Spring Boot, React, MongoDB, Payment Gateway",2023-09-12,2024-02-03,Deployed
308,71,Supply Chain Management,"Java, Microservices, React, Database Integration",2023-05-22,2023-09-17,Completed
309,71,Human Resource Management,"Java, Spring Framework, Vue.js, PostgreSQL, Employee Management",2023-11-04,2024-02-19,Ongoing
310,71,Voice Assistant for Local Languages,"Python, SpeechRecognition, NLTK, TensorFlow",2023-06-17,2023-09-20,Deployed
311,72,Bioinformatics Data Analysis,"Python, Biopython, Pandas, Genomics, R",2023-07-12,2023-08-14,Deployed
312,73,Image Processing Pipeline,"MATLAB, Python, Computer Vision, Image Enhancement",2023-03-01,2023-05-28,Ongoing
313,73,Quantum Computing Simulation,"Python, Qiskit, Quantum Algorithms, Simulation",2023-08-01,2023-12-09,Completed
314,73,Automatic Text Summarization,"Python, BERT, Transformers, Streamlit",2023-12-09,2024-05-05,Abandoned
315,74,Payment Processing System,"Java, Spring Security, React, Payment Gateway, Transaction Management",2023-03-11,2023-05-18,Completed
316,74,Online Marketplace Platform,"Java, Spring Boot, React, MongoDB, Payment Gateway",2023-04-12,2023-08-02,Abandoned
317,74,Real-time Chat Backend,"Java, Spring WebSocket, Redis, Message Queue",2023-12-04,2024-05-07,Abandoned
318,74,Data Quality Assessment Tool,"Python, Pandas, Data Profiling, Quality Metrics",2023-12-18,2024-03-07,Deployed
319,75,Monte Carlo Simulation,"MATLAB, Python, Statistical Simulation, Random Sampling",2023-06-08,2023-11-27,Abandoned
320,75,Optimization Algorithm Comparison,"MATLAB, Python, Optimization, Algorithm Analysis",2023-02-07,2023-03-30,Ongoing
321,75,Financial Risk Modeling,"MATLAB, Python, Risk Analysis, Financial Mathematics",2023-02-04,2023-03-25,Deployed
322,75,RESTful API Gateway,"Java, Spring Cloud, Microservices, SQL Database, API Management",2023-03-24,2023-06-16,Ongoing
323,76,Multi-source Data Integration,"Python, Pandas, API Integration, Database Connectors",2023-05-25,2023-11-11,Deployed
324,76,DDoS Attack Detection,"Python, Wireshark, Network Analysis, Real-time Monitoring",2023-04-23,2023-08-02,Deployed
325,76,Object Detection for Autonomous Vehicles,"Python, YOLO, TensorFlow, Computer Vision",2023-09-21,2024-02-12,Abandoned
326,77,Data Quality Assessment Tool,"Python, Pandas, Data Profiling, Quality Metrics",2023-09-27,2023-11-03,Deployed
327,77,Time Series Forecasting,"Python, ARIMA, Pandas, Scikit-Learn, R",2023-08-19,2023-10-19,Abandoned
328,77,Multi-source Data Integration,"Python, Pandas, API Integration, Database Connectors",2023-09-11,2023-11-24,Completed
329,77,Real-time Analytics Pipeline,"Python, Apache Kafka, Spark Streaming, Elasticsearch",2023-11-24,2024-01-11,Ongoing
330,77,Survey Data Analysis Tool,"Python, Statistical Analysis, Pandas, R, Survey Analytics",2023-05-19,2023-11-01,Abandoned
331,77,Real-time Data Streaming Platform,"Python, Apache Kafka, Pandas, Stream Processing",2023-12-20,2024-01-21,Abandoned
332,78,Secure File Transfer Protocol,"Python, Cryptography, Sockets, SSL/TLS",2023-01-13,2023-03-04,Deployed
333,78,Web Application Security Scanner,"Python, OWASP, SQL Injection Detection, XSS Prevention",2023-02-18,2023-05-22,Deployed
334,78,Payment Processing System,"Java, Spring Security, React, Payment Gateway, Transaction Management",2023-10-12,2024-01-06,Abandoned
335,79,Human Resource Management,"Java, Spring Framework, Vue.js, PostgreSQL, Employee Management",2023-11-17,2024-01-14,Ongoing
336,79,Employee Management System,"Java, Spring Framework, React, Oracle DB, HR Management",2023-08-17,2023-10-16,Completed
337,80,Structural Engineering Analysis,"MATLAB, Finite Element Method, Numerical Analysis, Python",2023-05-03,2023-08-28,Abandoned
338,80,Image Processing Pipeline,"MATLAB, Python, Computer Vision, Image Enhancement",2023-06-14,2023-11-15,Completed
339,80,Population Dynamics Model,"MATLAB, Python, Mathematical Modeling, Differential Equations",2023-10-17,2024-04-08,Ongoing
340,80,Optimization Algorithm Comparison,"MATLAB, Python, Optimization, Algorithm Analysis",2023-10-08,2024-03-14,Abandoned
341,80,Climate Change Simulation,"MATLAB, Python, NumPy, SciPy, Data Modeling",2023-09-15,2024-01-19,Deployed
342,80,Financial Risk Modeling,"MATLAB, Python, Risk Analysis, Financial Mathematics",2023-03-23,2023-06-29,Completed
343,80,Medical Image Analysis System,"Python, TensorFlow, OpenCV, Keras, DICOM",2023-04-17,2023-07-07,Ongoing
344,80,A/B Testing Framework,"Python, Statistical Testing, Pandas, R, Hypothesis Testing",2023-10-08,2024-02-18,Completed
345,81,Stock Price Prediction Model,"Python, LSTM, TensorFlow, Yahoo Finance API, Pandas",2023-01-14,2023-03-28,Completed
346,81,Energy Consumption Forecasting,"Python, Prophet, Pandas, Time Series Analysis",2023-12-14,2024-03-02,Deployed
347,81,Monte Carlo Simulation,"MATLAB, Python, Statistical Simulation, Random Sampling",2023-06-04,2023-10-20,Abandoned
348,81,Web Application Security Scanner,"Python, OWASP, SQL Injection Detection, XSS Prevention",2023-06-13,2023-10-15,Deployed
349,82,Data Lake Architecture,"Python, Apache Spark, Hadoop, AWS S3, Data Ingestion",2023-12-27,2024-03-30,Deployed
350,82,ETL Pipeline for E-commerce,"Python, Apache Airflow, Pandas, PostgreSQL, Data Integration",2023-03-15,2023-08-29,Completed
351,82,Social Media Analytics Dashboard,"Python, Pandas, Plotly, Twitter API, Sentiment Analysis",2023-05-15,2023-09-08,Ongoing
352,82,Real-time Analytics Pipeline,"Python, Apache Kafka, Spark Streaming, Elasticsearch",2023-10-24,2024-04-07,Deployed
353,82,Structural Engineering Analysis,"MATLAB, Finite Element Method, Numerical Analysis, Python",2023-07-05,2023-08-28,Deployed
354,82,Secure File Transfer Protocol,"Python, Cryptography, Sockets, SSL/TLS",2023-10-25,2024-02-21,Deployed
355,83,A/B Testing Framework,"Python, Statistical Testing, Pandas, R, Hypothesis Testing",2023-01-09,2023-03-01,Completed
356,83,Market Basket Analysis,"Python, Association Rules, Pandas, R, Retail Analytics",2023-12-21,2024-06-01,Ongoing
357,83,Sales Performance Dashboard,"Python, Pandas, Plotly, Dash, Business Intelligence",2023-01-21,2023-02-23,Abandoned
358,83,Voice Assistant for Local Languages,"Python, SpeechRecognition, NLTK, TensorFlow",2023-01-02,2023-02-20,Abandoned
359,84,Voice Assistant for Local Languages,"Python, SpeechRecognition, NLTK, TensorFlow",2023-09-08,2024-02-17,Deployed
360,84,Sentiment Analysis for Social Media,"Python, NLTK, TensorFlow, Twitter API, Pandas",2023-01-15,2023-05-13,Ongoing
361,84,Content Management System,"Java, Spring MVC, Angular, MySQL, User Authentication",2023-06-10,2023-11-14,Ongoing
362,84,Bioinformatics Data Analysis,"Python, Biopython, Pandas, Genomics, R",2023-05-26,2023-08-24,Abandoned
363,85,Bioinformatics Data Analysis,"Python, Biopython, Pandas, Genomics, R",2023-06-11,2023-08-07,Deployed
364,85,Quantum Computing Simulation,"Python, Qiskit, Quantum Algorithms, Simulation",2023-05-17,2023-10-13,Completed
365,86,Climate Change Simulation,"MATLAB, Python, NumPy, SciPy, Data Modeling",2023-02-02,2023-05-11,Abandoned
366,86,Signal Processing System,"MATLAB, Python, Digital Signal Processing, Fourier Transform",2023-01-22,2023-04-29,Ongoing
367,86,Epidemic Spread Simulation,"MATLAB, Python, Differential Equations, Agent-based Modeling",2023-07-13,2024-01-05,Deployed
368,86,Text Classification for News Articles,"Python, Scikit-Learn, Pandas, NLP",2023-11-13,2024-02-22,Abandoned
369,87,Supply Chain Management,"Java, Microservices, React, Database Integration",2023-04-25,2023-09-13,Ongoing
370,87,Human Resource Management,"Java, Spring Framework, Vue.js, PostgreSQL, Employee Management",2023-08-08,2023-09-13,Abandoned
371,87,RESTful API Gateway,"Java, Spring Cloud, Microservices, SQL Database, API Management",2023-10-17,2024-03-03,Abandoned
372,87,Employee Management System,"Java, Spring Framework, React, Oracle DB, HR Management",2023-10-26,2023-12-25,Ongoing
373,87,Document Management System,"Java, Spring Boot, React, File Upload, Version Control",2023-12-10,2024-01-21,Ongoing
374,88,Payment Processing System,"Java, Spring Security, React, Payment Gateway, Transaction Management",2023-03-06,2023-08-24,Abandoned
375,88,Document Management System,"Java, Spring Boot, React, File Upload, Version Control",2023-11-11,2024-02-21,Ongoing
376,88,Hospital Management System,"Java, Spring MVC, React, SQL Server, Medical Records",2023-12-06,2024-03-09,Completed
377,88,Inventory Control System,"Java, Spring Boot, React, MySQL, Barcode Integration",2023-04-15,2023-09-22,Abandoned
378,89,Automated Penetration Testing Tool,"Python, Metasploit, Nmap, Burp Suite",2023-09-16,2023-10-27,Ongoing
379,90,DDoS Attack Detection,"Python, Wireshark, Network Analysis, Real-time Monitoring",2023-12-23,2024-05-16,Completed
380,91,Task Management System,"Java, Spring Boot, React, PostgreSQL, REST API",2023-06-27,2023-11-24,Ongoing
381,91,Online Marketplace Platform,"Java, Spring Boot, React, MongoDB, Payment Gateway",2023-04-05,2023-09-29,Ongoing
382,91,Hospital Management System,"Java, Spring MVC, React, SQL Server, Medical Records",2023-08-16,2024-02-02,Deployed
383,91,Real-time Chat Backend,"Java, Spring WebSocket, Redis, Message Queue",2023-03-01,2023-05-20,Deployed
384,91,Content Management System,"Java, Spring MVC, Angular, MySQL, User Authentication",2023-03-23,2023-06-18,Completed
385,91,E-learning Platform,"Java, Spring, React, MongoDB, Video Streaming",2023-08-17,2023-11-09,Abandoned
386,92,Monte Carlo Simulation,"MATLAB, Python, Statistical Simulation, Random Sampling",2023-08-11,2023-12-14,Ongoing
387,92,Image Processing Pipeline,"MATLAB, Python, Computer Vision, Image Enhancement",2023-11-26,2024-04-04,Completed
388,92,Signal Processing System,"MATLAB, Python, Digital Signal Processing, Fourier Transform",2023-12-18,2024-01-18,Deployed
389,92,Climate Change Simulation,"MATLAB, Python, NumPy, SciPy, Data Modeling",2023-04-13,2023-06-05,Completed
390,92,Financial Risk Modeling,"MATLAB, Python, Risk Analysis, Financial Mathematics",2023-06-26,2023-11-21,Completed
391,92,Bioinformatics Data Analysis,"Python, Biopython, Pandas, Genomics, R",2023-10-04,2023-11-04,Abandoned
392,92,Language Translation System,"Python, Seq2Seq, TensorFlow, Google Translate API",2023-09-18,2023-10-25,Ongoing
393,93,Object Detection for Autonomous Vehicles,"Python, YOLO, TensorFlow, Computer Vision",2023-10-17,2024-01-04,Deployed
394,93,Sentiment Analysis for Social Media,"Python, NLTK, TensorFlow, Twitter API, Pandas",2023-07-09,2023-12-23,Deployed
395,93,Automatic Text Summarization,"Python, BERT, Transformers, Streamlit",2023-12-04,2024-02-07,Abandoned
396,93,Recommendation Engine,"Python, Collaborative Filtering, PyTorch, Matrix Factorization",2023-01-26,2023-06-02,Abandoned
397,93,Stock Price Prediction Model,"Python, LSTM, TensorFlow, Yahoo Finance API, Pandas",2023-01-07,2023-03-15,Deployed
398,94,Structural Engineering Analysis,"MATLAB, Finite Element Method, Numerical Analysis, Python",2023-02-12,2023-08-04,Deployed
399,94,Optimization Algorithm Comparison,"MATLAB, Python, Optimization, Algorithm Analysis",2023-09-02,2024-01-01,Deployed
400,94,Monte Carlo Simulation,"MATLAB, Python, Statistical Simulation, Random Sampling",2023-11-13,2024-03-24,Ongoing
401,94,Climate Change Simulation,"MATLAB, Python, NumPy, SciPy, Data Modeling",2023-08-01,2023-12-25,Completed
402,94,Quantum Computing Simulation,"Python, Qiskit, Quantum Algorithms, Simulation",2023-12-04,2024-03-24,Ongoing
403,94,Digital Evidence Analyzer,"Python, File System Analysis, Metadata Extraction, Forensics Tools",2023-02-03,2023-05-15,Abandoned
404,95,Quantum Computing Simulation,"Python, Qiskit, Quantum Algorithms, Simulation",2023-09-04,2023-12-31,Deployed
405,96,Epidemic Spread Simulation,"MATLAB, Python, Differential Equations, Agent-based Modeling",2023-03-12,2023-05-10,Abandoned
406,96,Signal Processing System,"MATLAB, Python, Digital Signal Processing, Fourier Transform",2023-07-01,2023-12-25,Ongoing
407,96,Optimization Algorithm Comparison,"MATLAB, Python, Optimization, Algorithm Analysis",2023-06-11,2023-11-19,Completed
408,96,Climate Change Simulation,"MATLAB, Python, NumPy, SciPy, Data Modeling",2023-11-10,2024-01-29,Completed
409,96,Fluid Dynamics Simulator,"MATLAB, Python, Numerical Methods, Computational Physics",2023-06-01,2023-11-13,Completed
410,96,Online Banking System,"Java, Spring Security, React, MySQL, JWT Authentication",2023-06-17,2023-10-07,Abandoned
411,96,A/B Testing Framework,"Python, Statistical Testing, Pandas, R, Hypothesis Testing",2023-01-15,2023-03-16,Completed
412,97,Vulnerability Scanner,"Python, Nmap, Kali Linux, Port Scanning, Security Testing",2023-10-04,2024-01-12,Abandoned
413,97,Web Application Security Scanner,"Python, OWASP, SQL Injection Detection, XSS Prevention",2023-08-26,2023-12-21,Deployed
414,97,Memory Forensics Analyzer,"Python, Volatility, Memory Analysis, Malware Detection",2023-08-16,2023-11-29,Abandoned
415,98,Sales Performance Dashboard,"Python, Pandas, Plotly, Dash, Business Intelligence",2023-10-02,2024-03-05,Completed
416,98,Social Media Analytics Dashboard,"Python, Pandas, Plotly, Twitter API, Sentiment Analysis",2023-05-05,2023-08-21,Abandoned
417,98,Vulnerability Scanner,"Python, Nmap, Kali Linux, Port Scanning, Security Testing",2023-04-11,2023-09-26,Abandoned
418,98,Augmented Reality Application,"Python, OpenCV, Unity, ARCore",2023-06-23,2023-08-31,Abandoned
419,99,Text Classification for News Articles,"Python, Scikit-Learn, Pandas, NLP",2023-09-24,2024-02-06,Ongoing
420,99,Credit Risk Assessment Model,"Python, Scikit-Learn, Pandas, XGBoost",2023-05-08,2023-07-16,Ongoing
421,99,Traffic Sign Recognition System,"Python, TensorFlow, OpenCV, Keras",2023-05-12,2023-10-23,Completed
422,99,Language Translation System,"Python, Seq2Seq, TensorFlow, Google Translate API",2023-01-04,2023-02-05,Deployed
423,99,Energy Consumption Forecasting,"Python, Prophet, Pandas, Time Series Analysis",2023-01-27,2023-06-12,Ongoing
424,99,Payment Processing System,"Java, Spring Security, React, Payment Gateway, Transaction Management",2023-01-08,2023-03-10,Deployed
425,100,DDoS Attack Detection,"Python, Wireshark, Network Analysis, Real-time Monitoring",2023-09-03,2023-12-01,Deployed
426,100,Password Strength Analyzer,"Python, Cryptography, Hash Functions, Security Algorithms",2023-03-15,2023-09-05,Ongoing
427,100,Network Intrusion Prevention,"Python, Snort, Machine Learning, Network Security",2023-07-19,2023-10-27,Deployed
428,100,Traffic Sign Recognition System,"Python, TensorFlow, OpenCV, Keras",2023-05-26,2023-10-14,Deployed
